店舗区分,店舗名,所在地,地図URL,業種,主な取扱品
一般店,ストロベリーフィールズ水戸,水戸市渋井町598,https://g.page/fields-mito?share,サービス,写真撮影・衣装レンタル（七五三、お宮参り、初節句、入園入学、マタニティなど）
一般店,水戸プラザホテル,水戸市千波町2078－1,https://g.page/mitoplazahotel?share,サービス,宿泊・レストラン
一般店,花きゃべつ,水戸市南町2-6-31,https://g.page/hanakya?share,飲食,洋食・オムライス
一般店,安楽亭　水戸千波町店,水戸市千波町2017-4,https://goo.gl/maps/cYK8dskF3YzMKVkX8,飲食,焼肉
一般店,酒や　こまき,水戸市見和2-473-31,https://goo.gl/maps/VA38cRcESncXyiq87,小売,清酒・本格焼酎・ビール・飲料水・食品
一般店,食工房　しのわ,水戸市白梅2-6-13,https://goo.gl/maps/7T5YZaodX9UBGymg6,飲食,創作レストラン
一般店,食事処つかさ,水戸市内原町1595,https://goo.gl/maps/kESLkbyQxoNXPi1N7,飲食,寿司・定食
一般店,麺や　赤龍,水戸市宮町1-3-38 中村ビル1F,https://goo.gl/maps/UMiApXJs6arwubLS7,飲食,スタミナラーメン・海老みそラーメン
一般店,リリースポーツクラブ,水戸市内原町1397-3,https://goo.gl/maps/BfNErd4KRR6Ewd7d9,その他,入会金・受講料・スポーツ用品
一般店,セブン-イレブン水戸さくら通り店,水戸市米沢町92-1,https://goo.gl/maps/22S62yzrnKRUvzKg8,小売,食品・雑貨
一般店,セブン-イレブン水戸城東店,水戸市城東1-2-38,https://goo.gl/maps/6eTJYqUPu6aqsm9m8,小売,食品・雑貨
一般店,セブン-イレブン水戸笠原町店,水戸市笠原町1188-21,https://goo.gl/maps/Y5A8Hu14vcxrSxnHA,小売,食品・雑貨
一般店,セブン-イレブン水戸東桜川店,水戸市東桜川6-11,https://goo.gl/maps/wED2V3Pur2cKRGXK9,小売,食品・雑貨
一般店,セブン-イレブン水戸西けやき台店,水戸市住吉町24-14,https://goo.gl/maps/wCpcZLnorJybTspTA,小売,食品・雑貨
一般店,セブン-イレブン水戸百合が丘ニュータウン店,水戸市酒門町2915-3,https://goo.gl/maps/MEw9AUEQWQGA4q3fA,小売,食品・雑貨
一般店,BRUNO Rive Gauche(ﾌﾞﾙｰﾉ ﾘﾌﾞ ｺﾞｰｼｭ),水戸市赤塚１-１,https://goo.gl/maps/o1QaF72NxMA46HHBA,サービス,美容室
一般店,日の丸石油㈱　水戸けやき台SS,水戸市けやき台3-33-2,https://goo.gl/maps/ENsQMyczd3VvsiG36,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　大洗インターSS,水戸市東前町1591-1,https://goo.gl/maps/6vuqfzMvkPDHtHkY9,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　サウスロードSS,水戸市元吉田町911-3,https://goo.gl/maps/BwuWPF1EY3enSrJ56,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　酒門SS,水戸市酒門町409,https://goo.gl/maps/QuA4FBG4u1uphUTC6,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　河和田SS,水戸市河和田町3793-4,https://goo.gl/maps/CePcqjuVbpKFLfxu8,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　水戸駅南SS,水戸市城南2-3-22,https://goo.gl/maps/6dGw3Zr16LAwcLJh7,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　赤塚SS,水戸市赤塚1-2053-54,https://goo.gl/maps/Ps9Fc71Cmerm7KVn7,小売,車燃料油及び車メンテナンス作業全般
一般店,小僧寿し　けやき台店,水戸市けやき台3-38　セイブけやき台店内,https://goo.gl/maps/65TSmTtMFNGoFAQz9,小売,テイクアウト　すし
一般店,焼肉　味乃家亭,水戸市酒門町4394-1,https://goo.gl/maps/4uxMAsGR4wpa6VK89,飲食,焼肉
一般店,季節料理　茶の間,水戸市南町1-2-4,https://goo.gl/maps/pmnexj5MeuNCN2M96,飲食,豚もやし鍋、自家製おでん、メンチカツ
一般店,ザ　ドランケン　ダック,水戸市中央1-6-9,https://goo.gl/maps/5Bek79EZTZwq9b8eA,飲食,オーストラリア料理、ハンバーガー、
一般店,詰食工房　和楽家,水戸市千波町454-3,https://goo.gl/maps/GLg5cW9SogPwFV1t5,飲食,和食
一般店,スイーツブティツク　パレット,水戸市千波町2078-1,https://goo.gl/maps/E9uBTmNb9o1JEK1v8,小売,焼き菓子、生ケーキ
一般店,カフェ＆バー　プラザ,水戸市千波町2078－1,https://goo.gl/maps/1DX2C9EYTsXkx7dW9,飲食,カフェ
一般店,ばんどう太郎　水戸50号店,水戸市河和田町3829-2,https://goo.gl/maps/yod2iiw2R4XNTpkM8,飲食,そば・うどんを中心とした和食
一般店,魚兼,水戸市浜田2-2-21,https://goo.gl/maps/kRCp6jnxDGntY5QN6,飲食,日本料理
一般店,お仏壇・お墓のこうわ,水戸市田野町1046-3,https://goo.gl/maps/X5punbDFBJzx5SvL8,小売,仏壇・墓石
一般店,選鳥味選　本店（よりどりみどり）,水戸市飯島町471-4,https://goo.gl/maps/3UhnEZ8G3ioLEfh89,飲食,居酒屋・テイクアウト
一般店,ゴンチャ,水戸市宮町1-1-1　プラムストリート,https://goo.gl/maps/iYoV2zS7DEMHHCyH6,飲食,カフェ
一般店,足湯フットセラピー豊愛サロン,水戸市南町2-16-50,https://goo.gl/maps/UcbVy8jyWmrS2D2KA,サービス,足湯、足もみ、ヨガ、瞑想
一般店,関東印刷㈱,水戸市吉沢町352-88,https://goo.gl/maps/edHjPYkQmebM9stn7,その他,印刷物一般
一般店,コジコジ,水戸市渡里町2305-6　オザワビル２階,https://goo.gl/maps/R1sphQZkaoM3kPKC9,飲食,スリランカ　ワンプレート
一般店,㈱タカトー,水戸市小林町1199-28,https://goo.gl/maps/E1HQgshwkz5wh6w17,小売,あんみつ
一般店,(有)グリーン交通茨城,水戸市浜田町415-3,,サービス,タクシー
一般店,お仏壇のやまと,水戸市住吉町75-1,https://goo.gl/maps/PA1p4Q9pLdnDdBbM7,小売,お仏壇、お仏具
一般店,かつや水戸袴塚店,水戸市袴塚2-1-13,https://goo.gl/maps/WJbjEezhDoLC5yeq6,飲食,とんかつ、かつ丼など
一般店,アクセス交通タクシー,水戸市栄町1-8-7,,サービス,タクシー
一般店,ニュー内原給油所,水戸市大足町783-1,https://goo.gl/maps/hLZoe7Stv8stJGw9A,小売,ガソリンスタンド
一般店,オレンジ・ピープル海賊の宝物,水戸市東赤塚4317-3,https://goo.gl/maps/SeJBVdWo72ufVsSF8,飲食,洋食全般
一般店,焼肉きんぐ水戸南インター店,水戸市けやき台3-52-1,https://g.page/yakinikuking-mitominaminta?share,飲食,焼肉
一般店,焼肉きんぐ水戸姫子店,水戸市見和2-514-11,https://g.page/yakinikuking-mitohimego?share,飲食,焼肉
一般店,(有)双葉タクシー,水戸市浜田町415-3,,サービス,タクシー
一般店,(有)久保田タクシー,水戸市杉崎町143-1,,サービス,タクシー
一般店,㈱グリーン交通なか常陽,水戸市浜田町415-3,,サービス,タクシー
一般店,(有)SUN観光シンヤ,水戸市浜田町415-3,,サービス,タクシー
一般店,(有)CSKグリーン・タクシー,水戸市浜田町415-3,,サービス,タクシー
一般店,石川タクシー,水戸市浜田町415-3,,サービス,タクシー
一般店,人形の幸月,水戸市末広町3-2-7,https://goo.gl/maps/76cxUj5Knrq6tqJP8,小売,節句人形、羽子板、破魔弓、ひな人形
一般店,キルト千波,水戸市千波町2320-2,https://g.page/quilt-senba?share,サービス,鍼灸、マッサージ
一般店,焼肉レストラン　新月苑,水戸市南町2-6-49,https://goo.gl/maps/RYDY1oULB64jSKnd7,飲食,焼肉
一般店,レストラン宇野屋,水戸市見川2-108-26,https://goo.gl/maps/97wV7ZaJsEta5jQy9,飲食,定食、丼等
一般店,㈱常陽第一タクシー,水戸市渋井町620-3,https://goo.gl/maps/3aaiXS9ccHu8NnFG8,サービス,タクシー
一般店,鰻亭（ばんてい）,水戸市泉町3-5-4,https://goo.gl/maps/bWDpq6ZHUJCancMB6,飲食,日本料理、鰻
一般店,五鐵夢境庵,水戸市南町1-3-27,https://goo.gl/maps/9zdGTXG2ixKiLeHf7,飲食,奥久慈軍鶏、あんこう、ふぐ、うなぎ、黄門料理
一般店,DSIドローンスクール茨城,水戸市酒門町4228-1,https://g.page/dsi-dac?share,サービス,ドローン機種販売、ドローン技能教習
一般店,トラストユーサービス,水戸市酒門町764-5,https://goo.gl/maps/Q5u3fjcfivzprp1A9,サービス,除草作業、廃棄物処理、引っ越しのお手伝い
一般店,岩間東華堂薬局,水戸市泉町2-3-6,https://goo.gl/maps/Dh51JGPteQ1jbbdi6,小売,漢方薬、健康食品
一般店,日本料理　諏訪亭,水戸市内原町1448,https://goo.gl/maps/Dh51JGPteQ1jbbdi6,飲食,日本料理
一般店,㈱イチハラ商会,水戸市元吉田町1851-2,https://goo.gl/maps/87SKKTNs1uxZFJ2M6,小売,文具
一般店,㈱フリースタイル,水戸市宮町2-2-28　富士ビル３　１階,https://goo.gl/maps/3RHvus6SwkP9r3cu7,サービス,美容室
一般店,（資）平山酒店,水戸市末広町3-7-5,https://goo.gl/maps/jPDdcHcFa7eTfehk9,小売,日本酒、焼酎等アルコール飲料
一般店,永江楽器　水戸,水戸市西原1-1-9,https://goo.gl/maps/JdHwfgUnPYypBxKz6,小売,管楽器、楽器アクセサリー、修理
一般店,キムチのカワシマ,水戸市住吉町92-31,https://goo.gl/maps/C36c9v1j3N8bi9vv6,小売,白菜キムチ、ゆばキムチ、ニラキムチ、大根キムチ
一般店,さいとう洋品店,水戸市元吉田町1626,https://goo.gl/maps/JxT1z3UvUi16SJuP9,小売,婦人服、学生服、通学服、体操服（吉田小、酒門小、水戸四中取扱店）
一般店,(有)郡司製菓工場,水戸市東原2-1-42,https://goo.gl/maps/8LcEPpWNAURjbRrF9,小売,吉原殿中、甘納豆
一般店,パリミキ水戸店,水戸市笠原町1188－3,https://goo.gl/maps/kD7SBo8KRMMbyaW5A,小売,メガネ・コンタクト・補聴器
一般店,お肉のおいしいレストラン　夢浪漫,水戸市姫子2-767-2,https://goo.gl/maps/TZWY2wZcXdkpQF6n6,飲食,国産牛100％ハンバーグ・常陸牛ステーキ
一般店,とんQ水戸千波店（とんきゅう）,水戸市千波町1999-5,https://goo.gl/maps/73jJLkjPjhK9DswDA,飲食,とんかつ
一般店,好文Cafe,水戸市千波町3080,https://goo.gl/maps/L9Yy3KqweVWhXGgn7,飲食,カフェ＆レストラン
一般店,味人,水戸市白梅1-2-41 コーポ百番,https://goo.gl/maps/bR5puyLPRr8JE39t7,飲食,和食・串焼き
一般店,Cafe Cocca （カフェコッカ）,水戸市大塚町2004-58,https://g.page/cafecocca?share,飲食,ハンバーグ・パンケーキ
一般店,ステーションコム50号店,水戸市河和田町3891-2,https://goo.gl/maps/raY22Fiq5uy1jVQ97,小売,食料品小売業
一般店,常陸屋茶舗,水戸市南町3-4-19,,小売,日本茶、茶道具
一般店,陽菜たぼこ,水戸市笠原町1397-3,https://goo.gl/maps/5n8W5MiaFy3ev6Ab6,飲食,和食
一般店,吾妻鮨　笠原店,水戸市笠原町1229-3,https://goo.gl/maps/jsHwTYvcjptMJroH9,飲食,寿司
一般店,ネッツトヨタ水戸（株）千波店,水戸市千波町1988,https://goo.gl/maps/LbiijL9P71xLvBBK8,小売,自動車販売・整備
一般店,ネッツトヨタ水戸（株）内原店,水戸市内原1-151,https://goo.gl/maps/ZzijLjq459arWUt77,小売,自動車販売・整備
一般店,カメラのタナカ・スタジオタナカ,水戸市浜田1-16-16,https://goo.gl/maps/f8YhErGWVUbTFgz86,サービス,デジタルプリント・証明写真・各種記念撮影
一般店,大衆酒場　もっさん,水戸市宮町2-1-1 細谷ビル1F,https://goo.gl/maps/UeWDq9p2KrEkfV3h9,飲食,もつ焼・もつ煮込み・牛たん焼
一般店,セイコーマート吉沢店,水戸市吉沢町359-50,https://goo.gl/maps/cQyWSzAiP2FhZXb69,小売,食料品
一般店,セイコーマートねもと店,水戸市高田町190-10,https://goo.gl/maps/uBeumLZfPuRRPVy87,小売,食料品
一般店,ネッツトヨタ水戸（株）赤塚店,水戸市大塚町1841-24,https://goo.gl/maps/angYJZdLKWAkzqL6A,小売,自動車販売・整備
一般店,茨城トヨタ自動車(株)水戸千波店,水戸市千波町1887,https://goo.gl/maps/bxt5Z4LgrGAB6Ur28,小売,自動車販売、整備、点検修理
一般店,長島輪業,水戸市本町2-14-17,https://goo.gl/maps/tjidA4oYpZw6y5KM8,小売,自転車・バイク・販売修理
一般店,イセヤ産業,水戸市元山町1-3-46,https://goo.gl/maps/tjidA4oYpZw6y5KM8,小売,灯油
一般店,MSPO  TERRACE　BLUE × BLUE,水戸市南町3-6-8　MSPO内,https://goo.gl/maps/xbBNyTzDtdDBEZAJ6,飲食,カフェ＆バーベキュー
一般店,茨城ロボッツ　チケット＆グッズショップ,水戸市緑町2-3-10　アダストリアみとアリーナ,https://goo.gl/maps/3Mw2ygLftGKJzXac9,小売,ホームゲームチケット及びグッズ
一般店,セイコーマート水戸住吉店,水戸市住吉町91-7,https://goo.gl/maps/PmkbGpZRuff3V9or9,小売,食料品
一般店,セイコーマート水戸河和田３丁目店,水戸市河和田3-2280-1,https://goo.gl/maps/412DfL8SPrsJrf9U8,小売,食料品
一般店,セイコーマート水戸堀町店,水戸市堀町1223-1,https://goo.gl/maps/qnr3R8rY4v74aS1KA,小売,食料品
一般店,セイコーマート水戸大場店,水戸市大場町976-2,https://goo.gl/maps/6FmUqunB713hNwSXA,小売,食料品
一般店,セイコーマート水戸中原店,水戸市中原町770-1,https://goo.gl/maps/sEM85VWCgvu3KtTCA,小売,食料品
一般店,セイコーマート水戸千波西店,水戸市千波町2115-2,https://goo.gl/maps/1gvdXWhs8qWbhhAN6,小売,食料品
一般店,お好み焼　ひろうら,水戸市元山町1-2-65,https://goo.gl/maps/pFpwoy4WNdTtjUYW6,飲食,お好み焼、各種定食、弁当
一般店,梵珠庵,水戸市見和1-350-7,https://goo.gl/maps/F7saBxndfKVgFxuo9,飲食,和食・中華・芋焼・タピオカ
一般店,横綱本店,水戸市大足町1574,https://goo.gl/maps/GXFjnkgZfDYQnwK6A,飲食,鍋類各種
一般店,Aplaudo(アプラウド),水戸市南町3-4-38,https://goo.gl/maps/3Ne1E1AG5XjP38oQA,小売,ハンドメイド雑貨
一般店,海鮮居酒屋あもん,水戸市泉町3-6-3,https://goo.gl/maps/iNGq1gVStoaJizko7,飲食,刺身、逸品料理、お酒
一般店,炭火焼きと鉄釜飯のお店ゑびす,水戸市笠原町1625-5,https://goo.gl/maps/DECvbvi3thNRXjre8,飲食,釜飯、うなぎ、常陸牛、シフォンケーキ
一般店,㈱金澤留造酒店,水戸市袴塚3-9-8,https://goo.gl/maps/kmRDhiVURX42fX9b6,小売,酒・食品
一般店,四川厨房　炎神,水戸市桜川2-1-6アイランドビル1F,https://g.page/agni_mito?share,飲食,中国料理
一般店,SOTO COFFEE,水戸市泉町3-2-26,https://g.page/sotocoffee?share,飲食,コーヒー・軽食・あまいもの
一般店,中国料理　泰山,水戸市城南2-14-22　池田ビル1F,https://goo.gl/maps/hEX2akxBvhBCx8mn6,飲食,担々麺・エビチリ・四川麻婆豆腐・各種中華料理
一般店,ぶたまる食堂　元吉田店,水戸市元吉田町1610-2　,https://goo.gl/maps/BjCU1QMFKWfKFoUg8,飲食,しょうが焼き、豚丼、トンテキ
一般店,カフェ　アルコイリス,水戸市泉町1-1-16,https://goo.gl/maps/tvhvh5nAnoqS5QGy8,飲食,常陸牛ハンバーグ、自家製スイーツ
一般店,喰処・飲処　てんまさ,水戸市宮町2-2-31　三友ビル地下１F,https://goo.gl/maps/Xy2Gacd9YGTMKo1LA,飲食,あんこう料理・納豆料理・地酒
一般店,クスリのアオキ　千波店,水戸市千波町1167-1,https://goo.gl/maps/sACwMAFMpHtqeKot8,小売,医薬品、化粧品、日用雑貨
一般店,シザーハンズ,水戸市元山町1-6-30,https://goo.gl/maps/f3q3edUaVRgn42G16,サービス,パーマ、カラー、カット
一般店,串カツ田中　水戸駅前店,水戸市三の丸1-1-11,https://goo.gl/maps/51ReErZ6gmeYS1qD7,飲食,串カツ
一般店,花の店サトー　本店,水戸市新荘2-9-34,https://goo.gl/maps/LppspJFLfTBH2KoB9,小売,生花
一般店,カレーハウスCoCo壱番屋　フレスポ赤塚店,水戸市河和田1-1,https://goo.gl/maps/QfQtKRARn757t6BR7,飲食,カレー専門店
一般店,名鉄観光サービス㈱水戸支店,水戸市泉町2-2-33　水戸泉町ビル３F,https://goo.gl/maps/b7foFP4HGxmwPhu47,サービス,旅行（パッケージツアー・宿泊など）
一般店,吉豊商店,水戸市本町1-10-8,https://goo.gl/maps/4DatTfqN6XHFcQxM7,小売,ランドセル・鞄・帽子・学校用品
一般店,一心,水戸市上水戸1-7-28,https://goo.gl/maps/Z3UtMsBwtXvjLtmr5,飲食,鮮魚・鮨・割烹
一般店,囲炉裏焼と蕎麦の店　うえ田,水戸市千波町1147,https://goo.gl/maps/S4QaN5qdjK8aJW4t7,飲食,原始焼・蕎麦・日本酒
一般店,THE SANDWICH&COFFEE SHOP　DAYSMART,水戸市備前町5-30,https://goo.gl/maps/Qkh5JRSJTuGcuro87,飲食,コーヒー類・サンドイッチ等
一般店,㈱キクチカメラ,水戸市見和2-204-1,https://goo.gl/maps/5rAWQDUAsV1dFfS67,小売,デジタルプリント・証明写真・撮影
一般店,リラックスサロン　RIBERTY,水戸市元吉田町932グレースガーデン108,https://goo.gl/maps/FsaqmqH8YYJZt8k38,サービス,エステ・リラクゼーションのケア
一般店,ベトナム料理　アオババ,水戸市南町1-3-40,https://goo.gl/maps/heCNyqX63x9LJGbHA,飲食,生春巻き・フォー・ブンチャー
一般店,JTB茨城県庁前店,水戸市笠原町978-25 茨城県開発公社ビル1F,https://goo.gl/maps/ZPBVZ96haezpfLGo8,サービス,宿泊を伴う旅行のみ（取消に伴う返金は旅行券となります）
一般店,クリエイトS・D水戸中丸店,水戸市中丸町278-1,https://goo.gl/maps/uPmSA5L7gjuZvuEr9,小売,医薬品、化粧品、食品、日用品
一般店,喜八楽八　笠原店,水戸市笠原町600-17,https://goo.gl/maps/BDNUMJ7c2o2iw5jL9,飲食,居酒屋
一般店,カレーハウスCoCo壱番屋　水戸駅南口店,水戸市宮町1-7-44　COMBOX310 3F,https://goo.gl/maps/FzmTzk6BCiV3117u6,飲食,カレー
一般店,カレーハウスCoCo壱番屋　水戸南インター店,水戸市けやき台3-18,https://goo.gl/maps/rsp5mq9Bot2B81bk7,飲食,カレー
一般店,ディアナ　水戸千波店,水戸市千波町2309-1,https://goo.gl/maps/SUJmXiT7Gga6Usg7A,サービス,マツエク、ネイル
一般店,ディアナ　水戸元吉田店,水戸市元吉田町755-5,https://g.page/diana_mito_salon?share,サービス,マツエク、脱毛
一般店,フクダヤ大工町店,水戸市大工町3-6-8,https://goo.gl/maps/6ERRrKSjF93mzAYf7,小売,一般・学生衣料
一般店,五光警備保障㈱,水戸市笠原町1497-9,https://goo.gl/maps/Z8hvg4o2yJeyZq1z7,その他,防犯カメラ、セキュリティ機器の販売
一般店,グランディール,水戸市千波町2614,https://goo.gl/maps/kpGdzvD5Sm7w74Eb6,小売,生活雑貨、服飾、ペットグッズ
一般店,エステ・ド・サフィール,水戸市吉沢町635-3,https://goo.gl/maps/1yLWg3Lt1pFKJmP29,サービス,化粧品、サプリなど
一般店,丸善衣料,水戸市笠原町600-76,https://goo.gl/maps/ddEtnYaC3gNGRHX39,小売,婦人服、バック、財布類
一般店,水戸チーズバル,水戸市城南2-8-16,https://g.page/cheesebar_mito?share,小売,チーズ料理、ワイン、ビール
一般店,リストランテ　勘十郎,水戸市元吉田町1042-12,https://goo.gl/maps/QnLWr4peYdYRxrH2A,飲食,コース・パスタ・ピザ・お肉料理・お魚料理
一般店,茨城交通㈱旅行部,水戸市袴塚3-5-36,https://goo.gl/maps/QFmSDz8n3TU5KY3J6,サービス,旅行
一般店,居酒屋　西濃,水戸市末広町3-2-11,https://goo.gl/maps/QUvF12Adqx3RwWVP7,飲食,居酒屋
一般店,寿司ダイニング　福円（ふくまる）,水戸市笠原町1523-3,https://goo.gl/maps/ScVedv9ANCsXMF459,飲食,"ランチにぎり1,100円（茶碗蒸・サラダ・コーヒー付）、その他メニューあり"
一般店,㈱オートアールズ水戸店,水戸市元吉田町1030-6,https://g.page/autors_mito?share,小売,カー用品
一般店,直売所　つねずみ,水戸市塩崎町1078-3,https://goo.gl/maps/em2XX2fMLjD2nuNv7,小売,干しいも、野菜、米、加工品
一般店,揚げたて屋てん　河和田店,水戸市河和田町4379-43,https://goo.gl/maps/CtwrxYcE42jCqCQdA,飲食,天プラ定食、丼物
一般店,(有)関根硝子店,水戸市南町1-2-29,https://goo.gl/maps/kt1H67ef3hzPMJXJA,小売,ガラス器雑貨、鏡、電機のかさ、板ガラス、サッシ、網戸
一般店,セブン-イレブン　水戸見川丹下店,水戸市見川町字丹下一ノ牧2131-475,https://goo.gl/maps/3bd7BRiryzuEhDcZ6,小売,食品、酒、雑貨
一般店,アベイル見川店,水戸市見川町2139-7,https://goo.gl/maps/G4KjivqLv6yM32KTA,小売,衣料品
一般店,う女川,水戸市島田町4151-2,https://goo.gl/maps/wReuZj7ZqJXpjaNi9,飲食,うなぎ
一般店,よってみっぺ！！さか天パーク大洗お魚天国,水戸市大串町895,https://goo.gl/maps/33HyfEhed6wFofRN9,小売,魚介類、ひもの、菓子、お土産品、海鮮料理
一般店,大和屋,水戸市笠原町978-35,https://goo.gl/maps/AwtBzJ8KJiZuKU9AA,飲食,日本そば、うどん、丼物
一般店,まごごろカット　水戸河和田店,水戸市河和田町3839-7,https://goo.gl/maps/HZbD2PvhwEU5vx876,サービス,"理容室、美容室、1,200円カット"
