店舗区分,店舗名,所在地,地図URL,業種,主な取扱品
一般店,せんたく王国　県庁前店,水戸市笠原町975-16 岩崎ビル1階,https://goo.gl/maps/vjWCUDNmdvXB9YoY9,サービス,クリーニング
一般店,せんたく王国　住吉店,水戸市元吉田町1037-4　ヨークベニマル元吉田店,https://goo.gl/maps/JRSuUstuq1o1KAZE9,サービス,クリーニング
一般店,せんたく王国　百合が丘店,水戸市百合が丘町8-3　ヨークベニマル百合が丘店,https://goo.gl/maps/y3pqnSBFbiYsnrxP8,サービス,クリーニング
一般店,せんたく王国　下市店,水戸市柳町2-11-8　イオンスタイル水戸下市店内,https://goo.gl/maps/CQGEjzaAUwGoUcVd6,サービス,クリーニング
一般店,せんたく王国　河和田店,水戸市河和田2-24-12,https://goo.gl/maps/stZzsymNSheegZoc8,サービス,クリーニング
一般店,シルキー本店,水戸市笠原町245-2,https://goo.gl/maps/5BvAGhjeknrBpGCbA,サービス,クリーニング
一般店,洋服おなおし専門店,水戸市千波町736-1,https://goo.gl/maps/yVGbUc7fNujFLjLDA,サービス,洋服リフォーム業
一般店,いちの湯　水戸店,水戸市河和田3-2300-1,https://goo.gl/maps/7yT87p3tgseNcg4j9,サービス,スーパー銭湯、レストラン（お食事拠）
一般店,白牡丹美容院,水戸市南町3-3-36,https://goo.gl/maps/9jQG2HvQ4Gj3rgzL7,サービス,美容
一般店,スズキアリーナ千波　和興自動車(株),水戸市千波町1873-4,https://goo.gl/maps/aaTCE7GYk1aMed9z6,サービス,"スズキディーラー
スズキ車新車販売、車検整備、鈑金塗装、タイヤ販売等"
