店舗区分,店舗名,所在地,地図URL,業種,主な取扱品
一般店,セブン-イレブン水戸百合が丘ニュータウン店,水戸市酒門町2915-3,https://goo.gl/maps/MEw9AUEQWQGA4q3fA,小売,食品・雑貨
一般店,日の丸石油㈱　水戸けやき台SS,水戸市けやき台3-33-2,https://goo.gl/maps/ENsQMyczd3VvsiG36,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　大洗インターSS,水戸市東前町1591-1,https://goo.gl/maps/6vuqfzMvkPDHtHkY9,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　サウスロードSS,水戸市元吉田町911-3,https://goo.gl/maps/BwuWPF1EY3enSrJ56,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　酒門SS,水戸市酒門町409,https://goo.gl/maps/QuA4FBG4u1uphUTC6,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　河和田SS,水戸市河和田町3793-4,https://goo.gl/maps/CePcqjuVbpKFLfxu8,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　水戸駅南SS,水戸市城南2-3-22,https://goo.gl/maps/6dGw3Zr16LAwcLJh7,小売,車燃料油及び車メンテナンス作業全般
一般店,日の丸石油㈱　赤塚SS,水戸市赤塚1-2053-54,https://goo.gl/maps/Ps9Fc71Cmerm7KVn7,小売,車燃料油及び車メンテナンス作業全般
一般店,小僧寿し　けやき台店,水戸市けやき台3-38　セイブけやき台店内,https://goo.gl/maps/65TSmTtMFNGoFAQz9,小売,テイクアウト　すし
一般店,スイーツブティツク　パレット,水戸市千波町2078-1,https://goo.gl/maps/E9uBTmNb9o1JEK1v8,小売,焼き菓子、生ケーキ
一般店,お仏壇・お墓のこうわ,水戸市田野町1046-3,https://goo.gl/maps/X5punbDFBJzx5SvL8,小売,仏壇・墓石
一般店,㈱タカトー,水戸市小林町1199-28,https://goo.gl/maps/E1HQgshwkz5wh6w17,小売,あんみつ
一般店,お仏壇のやまと,水戸市住吉町75-1,https://goo.gl/maps/PA1p4Q9pLdnDdBbM7,小売,お仏壇、お仏具
一般店,ニュー内原給油所,水戸市大足町783-1,https://goo.gl/maps/hLZoe7Stv8stJGw9A,小売,ガソリンスタンド
一般店,人形の幸月,水戸市末広町3-2-7,https://goo.gl/maps/76cxUj5Knrq6tqJP8,小売,節句人形、羽子板、破魔弓、ひな人形
一般店,岩間東華堂薬局,水戸市泉町2-3-6,https://goo.gl/maps/Dh51JGPteQ1jbbdi6,小売,漢方薬、健康食品
一般店,㈱イチハラ商会,水戸市元吉田町1851-2,https://goo.gl/maps/87SKKTNs1uxZFJ2M6,小売,文具
一般店,（資）平山酒店,水戸市末広町3-7-5,https://goo.gl/maps/jPDdcHcFa7eTfehk9,小売,日本酒、焼酎等アルコール飲料
一般店,永江楽器　水戸,水戸市西原1-1-9,https://goo.gl/maps/JdHwfgUnPYypBxKz6,小売,管楽器、楽器アクセサリー、修理
一般店,キムチのカワシマ,水戸市住吉町92-31,https://goo.gl/maps/C36c9v1j3N8bi9vv6,小売,白菜キムチ、ゆばキムチ、ニラキムチ、大根キムチ
一般店,さいとう洋品店,水戸市元吉田町1626,https://goo.gl/maps/JxT1z3UvUi16SJuP9,小売,婦人服、学生服、通学服、体操服（吉田小、酒門小、水戸四中取扱店）
一般店,(有)郡司製菓工場,水戸市東原2-1-42,https://goo.gl/maps/8LcEPpWNAURjbRrF9,小売,吉原殿中、甘納豆
一般店,パリミキ水戸店,水戸市笠原町1188－3,https://goo.gl/maps/kD7SBo8KRMMbyaW5A,小売,メガネ・コンタクト・補聴器
一般店,ステーションコム50号店,水戸市河和田町3891-2,https://goo.gl/maps/raY22Fiq5uy1jVQ97,小売,食料品小売業
一般店,常陸屋茶舗,水戸市南町3-4-19,,小売,日本茶、茶道具
一般店,ネッツトヨタ水戸（株）千波店,水戸市千波町1988,https://goo.gl/maps/LbiijL9P71xLvBBK8,小売,自動車販売・整備
一般店,ネッツトヨタ水戸（株）内原店,水戸市内原1-151,https://goo.gl/maps/ZzijLjq459arWUt77,小売,自動車販売・整備
一般店,セイコーマート吉沢店,水戸市吉沢町359-50,https://goo.gl/maps/cQyWSzAiP2FhZXb69,小売,食料品
一般店,セイコーマートねもと店,水戸市高田町190-10,https://goo.gl/maps/uBeumLZfPuRRPVy87,小売,食料品
一般店,ネッツトヨタ水戸（株）赤塚店,水戸市大塚町1841-24,https://goo.gl/maps/angYJZdLKWAkzqL6A,小売,自動車販売・整備
一般店,茨城トヨタ自動車(株)水戸千波店,水戸市千波町1887,https://goo.gl/maps/bxt5Z4LgrGAB6Ur28,小売,自動車販売、整備、点検修理
一般店,長島輪業,水戸市本町2-14-17,https://goo.gl/maps/tjidA4oYpZw6y5KM8,小売,自転車・バイク・販売修理
一般店,イセヤ産業,水戸市元山町1-3-46,https://goo.gl/maps/tjidA4oYpZw6y5KM8,小売,灯油
一般店,茨城ロボッツ　チケット＆グッズショップ,水戸市緑町2-3-10　アダストリアみとアリーナ,https://goo.gl/maps/3Mw2ygLftGKJzXac9,小売,ホームゲームチケット及びグッズ
一般店,セイコーマート水戸住吉店,水戸市住吉町91-7,https://goo.gl/maps/PmkbGpZRuff3V9or9,小売,食料品
一般店,セイコーマート水戸河和田３丁目店,水戸市河和田3-2280-1,https://goo.gl/maps/412DfL8SPrsJrf9U8,小売,食料品
一般店,セイコーマート水戸堀町店,水戸市堀町1223-1,https://goo.gl/maps/qnr3R8rY4v74aS1KA,小売,食料品
一般店,セイコーマート水戸大場店,水戸市大場町976-2,https://goo.gl/maps/6FmUqunB713hNwSXA,小売,食料品
一般店,セイコーマート水戸中原店,水戸市中原町770-1,https://goo.gl/maps/sEM85VWCgvu3KtTCA,小売,食料品
一般店,セイコーマート水戸千波西店,水戸市千波町2115-2,https://goo.gl/maps/1gvdXWhs8qWbhhAN6,小売,食料品
一般店,Aplaudo(アプラウド),水戸市南町3-4-38,https://goo.gl/maps/3Ne1E1AG5XjP38oQA,小売,ハンドメイド雑貨
一般店,㈱金澤留造酒店,水戸市袴塚3-9-8,https://goo.gl/maps/kmRDhiVURX42fX9b6,小売,酒・食品
一般店,クスリのアオキ　千波店,水戸市千波町1167-1,https://goo.gl/maps/sACwMAFMpHtqeKot8,小売,医薬品、化粧品、日用雑貨
一般店,花の店サトー　本店,水戸市新荘2-9-34,https://goo.gl/maps/LppspJFLfTBH2KoB9,小売,生花
一般店,吉豊商店,水戸市本町1-10-8,https://goo.gl/maps/4DatTfqN6XHFcQxM7,小売,ランドセル・鞄・帽子・学校用品
大型店,ディスカウントドラッグコスモス　堀町店,水戸市堀町1002-4,https://g.page/COSMOShorityou?share,小売,医薬品・化粧品・日用品・食料品他
一般店,㈱キクチカメラ,水戸市見和2-204-1,https://goo.gl/maps/5rAWQDUAsV1dFfS67,小売,デジタルプリント・証明写真・撮影
一般店,クリエイトS・D水戸中丸店,水戸市中丸町278-1,https://goo.gl/maps/uPmSA5L7gjuZvuEr9,小売,医薬品、化粧品、食品、日用品
大型店,ヨークベニマル　水戸元吉田店,水戸市元吉田町1037-4,https://goo.gl/maps/b3XZXDiXZ6s6M3jS7,小売,食料品、日用雑貨、家庭用品
一般店,フクダヤ大工町店,水戸市大工町3-6-8,https://goo.gl/maps/6ERRrKSjF93mzAYf7,小売,一般・学生衣料
一般店,グランディール,水戸市千波町2614,https://goo.gl/maps/kpGdzvD5Sm7w74Eb6,小売,生活雑貨、服飾、ペットグッズ
一般店,丸善衣料,水戸市笠原町600-76,https://goo.gl/maps/ddEtnYaC3gNGRHX39,小売,婦人服、バック、財布類
一般店,水戸チーズバル,水戸市城南2-8-16,https://g.page/cheesebar_mito?share,小売,チーズ料理、ワイン、ビール
一般店,㈱オートアールズ水戸店,水戸市元吉田町1030-6,https://g.page/autors_mito?share,小売,カー用品
一般店,直売所　つねずみ,水戸市塩崎町1078-3,https://goo.gl/maps/em2XX2fMLjD2nuNv7,小売,干しいも、野菜、米、加工品
一般店,(有)関根硝子店,水戸市南町1-2-29,https://goo.gl/maps/kt1H67ef3hzPMJXJA,小売,ガラス器雑貨、鏡、電機のかさ、板ガラス、サッシ、網戸
一般店,セブン-イレブン　水戸見川丹下店,水戸市見川町字丹下一ノ牧2131-475,https://goo.gl/maps/3bd7BRiryzuEhDcZ6,小売,食品、酒、雑貨
一般店,アベイル見川店,水戸市見川町2139-7,https://goo.gl/maps/G4KjivqLv6yM32KTA,小売,衣料品
一般店,よってみっぺ！！さか天パーク大洗お魚天国,水戸市大串町895,https://goo.gl/maps/33HyfEhed6wFofRN9,小売,魚介類、ひもの、菓子、お土産品、海鮮料理
一般店,セブン-イレブン水戸酒門町店,水戸市酒門町1455-6,https://goo.gl/maps/Pz2ncBHL5XK5CaPBA,小売,食品・雑貨など
一般店,セブン-イレブン水戸緑岡店,水戸市千波町1838-7,https://goo.gl/maps/XA3gvvaf8yHrvE9E9,小売,一般食料品、雑貨全般
一般店,天狗納豆㈱,水戸市柳町1-13-13,https://goo.gl/maps/5aX6SNvpUykV3pXb7,小売,わら納豆、そぼろ納豆
一般店,手作りパンの店　きんのすゞ,水戸市笠原町950-10,https://goo.gl/maps/nw27JUmisnt2WBdt5,小売,パン
一般店,アクアクララ水戸,水戸市西原1-10-6,https://goo.gl/maps/kB7mskuSUYy6Zr1t6,小売,ミネラルウォーター（清涼飲料）
一般店,サンキ　吉沢店,水戸市米沢町1-1,https://goo.gl/maps/UGreZ256sPYMDBda6,小売,衣料、インテリア、寝具、手芸用品
一般店,遠藤米穀店,水戸市袴塚3-12-1,https://goo.gl/maps/ufVAEEDUqDP5gZFx9,小売,お米、味噌、お餅
一般店,100円ショップワッツ,水戸市宮町1-1-1　エクセル,https://goo.gl/maps/SMSqbV6sW2sRtadk8,小売,"小物雑貨
"
一般店,(有)ストアー谷津,水戸市鯉淵町2230-12,https://goo.gl/maps/XCmsak1K1vcQ2h5e9,小売,食肉
大型店,エルアールディーアール,水戸市宮町1-1-1　エクセル,https://goo.gl/maps/SMSqbV6sW2sRtadk8,小売,"婦人服
"
一般店,㈱山大,水戸市南町3-3-32,https://goo.gl/maps/a2vTX49RYkPd1Vq46,小売,鮮魚小売、飲食、刺身
一般店,マリア・ヴェルト,水戸市見川町2131-28,https://goo.gl/maps/n9Nzk13PxHKYfiDr7,小売,洋菓子（ケーキ・焼き菓子クッキー）
一般店,greenspot,水戸市千波町1438-2,https://goo.gl/maps/v3xVYMPHCDWfVRuH7,小売,生花・鉢物、ガラス、植木鉢、カフェ内での飲食
一般店,タワラオートサイクル,水戸市浜田2-3-21,https://goo.gl/maps/dkVQAw2bWLbKqxa56,小売,自転車・バイク販売修理
一般店,パティスリー KOSAI,水戸市元吉田町2238-6,https://goo.gl/maps/ixXEeSouhk9Hsxa56,小売,洋菓子
一般店,カメラのスナオシ,水戸市三の丸1-1-15,https://goo.gl/maps/NnLrPQ6hTqU8bsqj9,小売,デジタルプリント・カメラ・記念写真撮影
一般店,ブティック　シマダ,水戸市南町2-5-1,https://goo.gl/maps/M7MFjcRuwWnJA2Va6,小売,婦人服・雑貨等
一般店,横須賀花店,水戸市南町3-4-4,https://goo.gl/maps/pu3H91CAdZVoa4NC8,小売,花・鉢物・花器
一般店,きもの処　雅楽,水戸市泉町2-2-46,https://goo.gl/maps/whpmzJLYoKE58JNq8,小売,呉服一般・和装小物
一般店,トヨタカローラ新茨城(株)　GR　Garage　水戸インター,水戸市大塚町1532-1,https://g.page/GRGarage?share,小売,自動車カスタムパーツ販売
一般店,トヨタカローラ新茨城(株)　RV Garage　水戸インター（旧水戸大塚店）,水戸市大塚町1532-1,https://goo.gl/maps/dy6L4iY9ZiFEWuui6,小売,自動車・部品・用品販売・整備・点検・修理
一般店,トヨタカローラ新茨城(株)　 水戸駅南店,水戸市城南3-12-3,https://goo.gl/maps/r5sksvQUE4w5rn8Q6,小売,自動車・部品・用品販売・整備・点検・修理
一般店,トヨタカローラ新茨城㈱　水戸水府店,水戸市水府町1522-1,https://goo.gl/maps/Y37NK1G9nQWhHw148,小売,自動車、部品、用品販売、整備、点検、修理
一般店,トヨタカローラ新茨城(株)　水戸千波店,水戸市千波町2294-2,https://goo.gl/maps/7B8fb3stNKShvD299,小売,自動車・部品・用品販売・整備・点検・修理
一般店,おかしのアトリエリリス,水戸市本町2-7-7,https://g.page/lilithe?share,小売,ケーキ、クッキー等
一般店,布施薬局,水戸市本町1-4-20,https://goo.gl/maps/NRyuFuvYcLLQhu249,小売,医薬品
一般店,田宮文具店,水戸市大工町3-1-28,https://goo.gl/maps/ZrLmecUmXwAZmPzW6,小売,文具
一般店,㈱タイヘイ,水戸市新荘3-6-14,https://goo.gl/maps/9qtcDAUsa5Fwi1NA8,小売,ユニフォーム、婦人服
一般店,(有)ワタヒキ,水戸市渡里町3268-23,https://goo.gl/maps/3H6H1czgT7dkaxZK6,小売,ガソリン、軽油、灯油、その他
大型店,ウエルシアヨークタウン水戸店,水戸市元吉田町1030-12,https://goo.gl/maps/uNW1Lemk6XXUsqsQA,小売,医薬品・化粧品・食品・雑貨
大型店,シュープラザ水戸ヨークタウン店,水戸市元吉田町字岡崎1030-12,https://goo.gl/maps/skr3w9H6vhdxByXt5,小売,靴
一般店,シューズセンター　ヨコスカ,水戸市元吉田町1444-21,https://goo.gl/maps/GMT5cB7MReJGyrzr8,小売,靴、水戸四中指定体操服等
一般店,靴のヨコスカ,水戸市本町2-1-28,https://goo.gl/maps/kipatgYxNjr2Yx3t5,小売,靴、履物、洋傘
一般店,かとれあ,水戸市見川3-1083-1　七字マンション１F,https://goo.gl/maps/PNgLKDPdm3DhjAar5,小売,化粧品、学生服、学生用品
一般店,セブン－イレブン水戸酒門町北店,水戸市酒門町4874－2,,小売,食品、雑貨他
一般店,ファッションセンターしまむら　吉沢店,水戸市吉沢町西割318-1,https://goo.gl/maps/ZQWyeKQLbesBmLTV6,小売,衣料品
一般店,ファッションセンターしまむら　内原店,水戸市内原1-176,https://goo.gl/maps/D4Nc4imR6grFDRAb6,小売,衣料品
大型店,ファッションセンターしまむら　エクセルみなみ店,水戸市宮町1-7-31　エクセルみなみ５F,https://goo.gl/maps/sLUwYuWSMtZ7kvgM8,小売,衣料品
一般店,バースデイ米沢店,水戸市元吉田町字吉沢裏1050-5,https://goo.gl/maps/Bbqnuqk5duBJFFNFA,小売,衣料品
一般店,バースデイ姫子店,水戸市姫子2-702-5,https://goo.gl/maps/FEPdqRqiJtrNiZoe9,小売,衣料品
一般店,直井寝具店,水戸市大塚町1510,https://goo.gl/maps/aj9VtsdRPRqNK5WA8,小売,マニフレックス商品、打直し、羽毛布団リフォーム他
一般店,(有)坂井米穀,水戸市東台2-3-22,https://goo.gl/maps/2q75PJZgPFRRfMfA7,小売,米、みそ
一般店,シャトレーゼ水戸姫子店,水戸市姫子2-769-4,https://g.page/chateraise-mitohimego?share,小売,和洋菓子、ケーキ、アイスクリーム
一般店,(有)木村屋本店,水戸市南町1-2-21,https://goo.gl/maps/EdwSGxfJzVdoQJkr7,小売,和菓子
一般店,ノエビア水戸中央販売㈱,水戸市元吉田町1736-23,https://goo.gl/maps/j9X7FoZx3ywHFfVw7,小売,化粧品、ファイシャル、ネイルサロン
一般店,ミニカーショップ　リトルレガード,水戸市泉町2-2-29　石川ビル１F ,https://goo.gl/maps/Tfxv3iZsYgvHuxQV8,小売,ミニカー、くるま雑貨等
一般店,高畑人形店,水戸市泉町3-6-8,https://goo.gl/maps/jSv5hX9oVkQrC9Gu8,小売,破魔弓、羽子板、ひな人形、五月人形
一般店,亀印製菓本店,水戸市見川町2139-5,https://goo.gl/maps/1SYxT3qTEBEvWcjB6,小売,和洋菓子全般
一般店,ホームシックスタイルショップ水戸店,水戸市河和田町3755-1,https://g.page/HSS_Mito?share,小売,家具・雑貨
一般店,水戸河野酒店,水戸市見和3-663-17,https://goo.gl/maps/SCkyhXthGjbwbXhRA,小売,日本酒　本格焼酎　ワイン
一般店,セブン-イレブン水戸南町３丁目店,水戸市南町3-3-28,https://goo.gl/maps/b9RmXnx376Lh8NVeA,小売,コンビニエンスストア
一般店,鉢の木,水戸市南町3-6-28,https://goo.gl/maps/MznGV3isHJokKN4z5,小売,和菓子
一般店,クスリのアオキ　水戸見和店,水戸市見和3-1-2,https://goo.gl/maps/aQ5rvozurE397BLQ6,小売,医薬品・化粧品・日用雑貨
大型店,MGEAドン・キホーテ上水戸店,水戸市上水戸2-9-10,https://goo.gl/maps/qLnYP9yZn2gxFbyF8,小売,食品・雑貨・家電
一般店,水戸木村屋（木村屋パン店）,水戸市南町3-5-3,https://goo.gl/maps/vJNxtv4vgucEg9aH7,小売,パン・焼き菓子・コーヒー
一般店,サロン・ド・Ran,水戸市見和3-663-12,https://goo.gl/maps/jZNUQyi1HgnAyzfR9,小売,婦人服・バッグ
一般店,(有)ワイズピット,水戸市見和3－180－1,https://goo.gl/maps/T8M6d24FLZFgWwhB6,小売,車検、法定点検、自動車（新車・中古車）部品等
一般店,WILD-1　水戸店,水戸市元吉田町1779,https://goo.gl/maps/77q666omChJMYNKx5,小売,アウトドア用品
一般店,茨城トヨタ自動車(株)　水戸赤塚店,水戸市大塚町1852－1,https://goo.gl/maps/Rimmw6XmqhhJjBe89,小売,自動車販売・整備
一般店,ツルハドラッグ水戸東前店,水戸市東前2-38,https://goo.gl/maps/uFBxaJwX2dfYUd5b7,小売,医薬品、化粧品、雑貨、食品
一般店,ツルハドラッグ水戸内原店,水戸市内原1－169,https://goo.gl/maps/zqHKJ8prEAZ2d5Cw6,小売,医薬品、化粧品、雑貨、食品など
一般店,島村楽器　水戸マイム店,水戸市宮町1-2-4　マイムビルＢ１Ｆ,https://goo.gl/maps/BCzHuhgEtZSzsDDe9,小売,楽器・音楽教室・練習スタジオ
一般店,タイヤ館水戸河和田店,水戸市河和田2－2230－17,https://goo.gl/maps/qPXfMj8ZpwnxGkg5A,小売,タイヤ・ホイール・カー用品
一般店,クスリのアオキ　吉沢店,水戸市吉沢町195-3,https://goo.gl/maps/oCcppMHStZuxa16KA,小売,医薬品、化粧品、日用雑貨
一般店,いばらきコープ生活協同組合　水戸センター,水戸市小吹町2053-59,,小売,食品、日用雑貨等
大型店,ドン・キホーテ水戸店,水戸市河和田町3891-434,https://goo.gl/maps/XZwihPoaarxef4Lm7,小売,食品、日用品、衣料品
大型店,サンドラッグ　水戸笠原店,水戸市小吹町新山2582-2,https://goo.gl/maps/UZ3WUncdKe5eyZrm6,小売,医薬品、化粧品、食料品
大型店,ミルフローラ・ドゥ,水戸市宮町1-1-1　エクセル,https://goo.gl/maps/cjmyEtovMBiTUa4r6,小売,婦人服
大型店,マークスアンドウェブ,水戸市宮町1-1-1　エクセル,https://goo.gl/maps/cjmyEtovMBiTUa4r6,小売,化粧品
一般店,グランサックス,水戸市宮町1-1-1エクセル,https://goo.gl/maps/cjmyEtovMBiTUa4r6,小売,鞄
一般店,ジュエリー小林,水戸市南町1-2-23,https://goo.gl/maps/XnKGCgEedJibzz5u5,小売,ジュエリー、時計
一般店,オートバックス水戸住吉店,水戸市住吉町345－8,https://goo.gl/maps/EXkohjbYQEuovskT7,小売,カー用品
一般店,オートバックス水戸バイパス店,水戸市河和田町水窪472,https://goo.gl/maps/5x1HrkYVFc8S2ZZr9,小売,カー用品
一般店,フラワーショップカトレア見川店,水戸市見川2-3066-1　カスミフードスクエア水戸見川店内,https://goo.gl/maps/UCVyS4aVwB1pq8T37,小売,生花、鉢物、ソープフラワー、コチョウラン
大型店,山新ペットアイランド・トモニー水戸店,水戸市酒門町上千束3234-1,https://goo.gl/maps/tE9ZJHYfWDQQU9SD7,小売,ペット用品・ペット
大型店,ジェームス千波店,水戸市千波町1888-1,https://goo.gl/maps/p3RW3c1a1wzC181P9,小売,カー用品およびカーメンテナンス
一般店,よしみや,水戸市南町2-4-45,https://goo.gl/maps/aGSeEX5eAk1x7diJ9,小売,扇子・手拭・風呂敷・和雑貨・節句縁起物
一般店,Ｋマート桜山店,水戸市見川2-40-6,https://goo.gl/maps/WfSm7GXJP8hx4pY88,小売,食品、野菜、くだもの、肉、魚、雑貨
大型店,自由が丘まるやま,水戸市宮町1-1-1　エクセル,https://goo.gl/maps/hXTWEwe2ExyjkMjGA,小売,婦人服
大型店,ヴォーナビータ,水戸市宮町1-1-1　エクセル,https://goo.gl/maps/hXTWEwe2ExyjkMjGA,小売,婦人服
一般店,ABCーMART,水戸市宮町1-1-1　エクセル,https://goo.gl/maps/hXTWEwe2ExyjkMjGA,小売,靴
一般店,矢口洋品店,水戸市内原1-58,https://goo.gl/maps/DqQ46uWgoJXbgAAs5,小売,学校用品・婦人服
一般店,ブックエース　茨大前店,水戸市堀町1094-7,https://goo.gl/maps/G9HW5m2bWaNwTr2V9,小売,書籍・雑誌・CD・ゲーム・文具・レンタルビデオ
一般店,ブックエース　酒門店,水戸市酒門町1929-1,https://goo.gl/maps/DvacjsyiAfuWaDRH8,小売,書籍・雑誌・CD・ゲーム・文具・レンタルビデオ
一般店,ブックエース　見和店,水戸市見和1-317-2,https://goo.gl/maps/PHkb38yWDSUXTzgL6,小売,書籍・雑誌・文具・レンタルビデオ
大型店,川又書店　県庁店,水戸市笠原町978-25　茨城県開発公社ビル1F,https://goo.gl/maps/yojMXSBZLAFAWy7t7,小売,書籍・雑誌・文具
一般店,アビス・クノ,水戸市赤塚1-2066-7,https://goo.gl/maps/pR6Go2WzMe8WkJGX7,小売,西川チェーン寝具専門店
一般店,本屋製菓,水戸市東台2-3-16,https://goo.gl/maps/VzMxFfz7t6Evt9nb9,小売,菓子
一般店,コヤマ　下市店,水戸市本町2-3-3,https://goo.gl/maps/5kguZsKFWGy3Ckbg9,小売,医薬品・健康食品・医療用品・化粧品・日用雑貨
一般店,コヤマ　赤塚店,水戸市赤塚1-1870-4,https://goo.gl/maps/dMUP4ET6YGRThNE9A,小売,医薬品・健康食品・医療用品・化粧品・日用雑貨
